Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,53384760135.1581,61529280461.092,59927702746.2843,69148468417.3208,72485008929.2766
Slovenia,SVN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.42807865,9.48055363,9.60507679,9.41330814,..
Slovenia,SVN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.59,1.64,1.55,1.51,..
Slovenia,SVN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.9,1.9,1.9,1.8,..
Slovenia,SVN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.0548568157606016,1.91706506089263,8.83369886749455,7.44687717385836,1.96562656432507
Slovenia,SVN,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,744498,762591,781066,800005,819198
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Solomon Islands,SLB,Agricultural land (sq. km),AG.LND.AGRI.K2,1046,1089,1073,1092,..
Solomon Islands,SLB,Land area (sq. km),AG.LND.TOTL.K2,27990,27990,27990,27990,..
Solomon Islands,SLB,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1536145814.17007,1522794913.0914,1566360686.10632,1660896530.71894,1760767447.17461
Solomon Islands,SLB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.89478445,4.94758463,4.82369328,..,..
Solomon Islands,SLB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.749,3.694,3.62,3.557,..
Solomon Islands,SLB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.9,17.5,17,16.5,..
Solomon Islands,SLB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.96354992076063,-0.115437894412806,5.51812928576935,5.88585897042163,4.32183948388033
Solomon Islands,SLB,Real interest rate (%),FR.INR.RINR,12.1698502123639,11.30263535266,..,..,..
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,16651191,17271431,17801897,18358615,19009151
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
"Somalia, Fed. Rep.",SOM,Agricultural land (sq. km),AG.LND.AGRI.K2,441281,441280,441290,441292,..
"Somalia, Fed. Rep.",SOM,Land area (sq. km),AG.LND.TOTL.K2,627340,627340,627340,627340,..
"Somalia, Fed. Rep.",SOM,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
"Somalia, Fed. Rep.",SOM,GDP (current US$),NY.GDP.MKTP.CD,8628393720.00185,9483997390.00062,10202767269.9992,10968517089.9982,12108515109.9996
"Somalia, Fed. Rep.",SOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.24750042,2.56882048,2.62183189,..,..
"Somalia, Fed. Rep.",SOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.453,6.353,6.255,6.132,..
"Somalia, Fed. Rep.",SOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,73.7,71.8,89.9,67.8,..
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
"Somalia, Fed. Rep.",SOM,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
South Africa,ZAF,"Population, total",SP.POP.TOTL,60562381,61502603,62378410,63212384,64007187
South Africa,ZAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,29.217,34.007,33.268,32.098,32.279
South Africa,ZAF,Agricultural land (sq. km),AG.LND.AGRI.K2,963410,963410,963410,963410,..
South Africa,ZAF,Land area (sq. km),AG.LND.TOTL.K2,1213090,1213090,1213090,1213090,..
South Africa,ZAF,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,337974655408.055,420886877628.703,406920004594.074,380699271816.395,400260724226.067
South Africa,ZAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.01329231,8.67432785,8.77086639,..,..
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.257,2.248,2.227,2.216,..
South Africa,ZAF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25,24.7,24.5,24.4,..
South Africa,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.23238831615119,4.61874544887136,7.03987272546481,6.07524384579656,4.36115246518963
South Africa,ZAF,Real interest rate (%),FR.INR.RINR,2.19841383877743,0.472106500818692,3.61854067530864,6.38879358816707,7.49369649661923
South Sudan,SSD,"Population, total",SP.POP.TOTL,10698467,10865780,11021177,11483374,11943408
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
South Sudan,SSD,Agricultural land (sq. km),AG.LND.AGRI.K2,282507,282527,282527,283472.333,..
South Sudan,SSD,Land area (sq. km),AG.LND.TOTL.K2,631930,631930,631930,631930,..
South Sudan,SSD,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..
South Sudan,SSD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.31798267,6.25598812,6.76125622,..,..
South Sudan,SSD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.16,4.047,3.964,3.864,..
South Sudan,SSD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,72.6,72.6,72.6,72.6,..
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,29.6758435538571,10.5167158294359,-6.68732094212666,2.38280434813755,91.4408220769045
South Sudan,SSD,Real interest rate (%),FR.INR.RINR,14.5513067373629,-8.15352860537439,-49.9551932539933,-20.4646907525632,-58.6317740427716
Spain,ESP,"Population, total",SP.POP.TOTL,47359424,47443821,47786102,48347910,48807137
Spain,ESP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.532,14.914,13.033,12.179,11.344
Spain,ESP,Agricultural land (sq. km),AG.LND.AGRI.K2,261426.381,262284.464,266633.633,247726.62,..
Spain,ESP,Land area (sq. km),AG.LND.TOTL.K2,499556.645,499733.244,499713.681,499697.4,..
Spain,ESP,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1289783836971.21,1461244901852.69,1446498147749.03,1620090734956.89,1722745978335.16
Spain,ESP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.73210335,10.30862141,9.73828793,..,..
Spain,ESP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.18,1.18,1.16,1.12,..
Spain,ESP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.6,2.6,2.6,2.6,..
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.322753017299685,3.09313511976412,8.39057634118634,3.53236133492429,2.77417826534775
Spain,ESP,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,21919000,22156000,22181000,22037000,21916000
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.364,4.981,4.528,..,..
Sri Lanka,LKA,Agricultural land (sq. km),AG.LND.AGRI.K2,28120,28120,28120,30069,..
Sri Lanka,LKA,Land area (sq. km),AG.LND.TOTL.K2,61860,61860,61860,61860,..
Sri Lanka,LKA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,84335574581.5072,88556698937.7033,74143020262.8076,83716142582.1945,98963185509.6499
Sri Lanka,LKA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.06134748,4.02830219,4.36269855,..,..
Sri Lanka,LKA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.007,1.995,1.984,1.974,..
Sri Lanka,LKA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6,5.8,5.5,5.3,..
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.15394508391736,7.01478071238194,49.7211021114328,16.5411742279832,-0.42936004906972
Sri Lanka,LKA,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,46870,46763,46709,46758,46843
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
St. Kitts and Nevis,KNA,Agricultural land (sq. km),AG.LND.AGRI.K2,60,60,60,60,..
St. Kitts and Nevis,KNA,Land area (sq. km),AG.LND.TOTL.K2,260,260,260,260,..
St. Kitts and Nevis,KNA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,883922222.222222,858622222.222222,980188888.888889,1056751851.85185,1066681481.48148
St. Kitts and Nevis,KNA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.66188908,6.17941952,5.56801701,..,..
St. Kitts and Nevis,KNA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.55,1.531,1.512,1.505,..
St. Kitts and Nevis,KNA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.5,15.1,14.7,14.3,..
St. Kitts and Nevis,KNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.16724501769354,1.19568887038398,2.66817533111249,3.55711230848244,1.09538753034508
St. Kitts and Nevis,KNA,Real interest rate (%),FR.INR.RINR,14.2770847548622,10.7071990546624,3.47178785275448,3.22222582789599,6.70191603959302
St. Lucia,LCA,"Population, total",SP.POP.TOTL,178250,178522,178781,179285,179744
St. Lucia,LCA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,20.405,19.58,15.766,12.021,10.074
St. Lucia,LCA,Agricultural land (sq. km),AG.LND.AGRI.K2,99.4,99.4,99.4,99.4,..
St. Lucia,LCA,Land area (sq. km),AG.LND.TOTL.K2,610,610,610,610,..
St. Lucia,LCA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1499274074.07407,1867185185.18518,2342714814.81481,2430166666.66667,2549062962.96296
St. Lucia,LCA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.75983715,5.67880821,5.01938295,..,..
St. Lucia,LCA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.411,1.399,1.387,1.379,..
St. Lucia,LCA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.8,14.6,14.4,14.3,..
St. Lucia,LCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.75580833517593,2.41070312174389,6.37814695133356,4.070608219262,-0.110283575834663
St. Lucia,LCA,Real interest rate (%),FR.INR.RINR,13.2524431665883,-4.3354163553482,2.20093584416499,4.84221250145505,5.27404188437758
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,31786,29961,28870,27515,26129
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
St. Martin (French part),MAF,Agricultural land (sq. km),AG.LND.AGRI.K2,..,..,..,..,..
St. Martin (French part),MAF,Land area (sq. km),AG.LND.TOTL.K2,50,50,50,50,..
St. Martin (French part),MAF,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,..,649206156.194207,..,..,..
St. Martin (French part),MAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
St. Martin (French part),MAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.829,2.804,2.763,2.718,..
St. Martin (French part),MAF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
St. Martin (French part),MAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
St. Martin (French part),MAF,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,103526,102841,102046,101323,100616
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Agricultural land (sq. km),AG.LND.AGRI.K2,70,70,70,70,..
St. Vincent and the Grenadines,VCT,Land area (sq. km),AG.LND.TOTL.K2,390,390,390,390,..
St. Vincent and the Grenadines,VCT,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,864566666.666667,888677777.777778,989188888.888889,1072237037.03704,1157207407.40741
St. Vincent and the Grenadines,VCT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.8395834,5.36252117,4.68767738,..,..
St. Vincent and the Grenadines,VCT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.83,1.808,1.791,1.775,..
St. Vincent and the Grenadines,VCT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.4,10.8,10.3,9.9,..
St. Vincent and the Grenadines,VCT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.62813130935467,1.57272932500558,5.66009779226555,4.56457719814893,3.62770736940929
St. Vincent and the Grenadines,VCT,Real interest rate (%),FR.INR.RINR,8.87117590805543,6.92198961357141,-0.518741606481612,4.12832139759897,3.26226018401448
Sudan,SDN,"Population, total",SP.POP.TOTL,46789231,48066924,49383346,50042791,50448963
Sudan,SDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,7.53,..,..
Sudan,SDN,Agricultural land (sq. km),AG.LND.AGRI.K2,1126650,1126650,1126650,1126650,..
Sudan,SDN,Land area (sq. km),AG.LND.TOTL.K2,1868000,1868000,1868000,1868000,..
Sudan,SDN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,27034593750,34229513774.9936,51666875363.0963,39898289820.7951,49909807029.6996
Sudan,SDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.00965381,2.83127832,4.61874437,..,..
Sudan,SDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.542,4.457,4.384,4.323,..
Sudan,SDN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,42.8,41.6,40.3,39.2,..
Sudan,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,163.257782355457,359.093040779,138.808460241759,..,..
Sudan,SDN,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Suriname,SUR,"Population, total",SP.POP.TOTL,612317,617896,623164,628886,634431
Suriname,SUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Suriname,SUR,Agricultural land (sq. km),AG.LND.AGRI.K2,800,780,720,714.32,..
Suriname,SUR,Land area (sq. km),AG.LND.TOTL.K2,160507.61,160507.61,160507.61,160507.61,..
Suriname,SUR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2911807496.20227,3107923197.96954,3791603200.0259,3455146280.83975,4714267822.2233
Suriname,SUR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.67584229,5.46009398,5.91760969,..,..
Suriname,SUR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.314,2.295,2.274,2.249,..
Suriname,SUR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.6,16.2,15.7,15.2,..
Suriname,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,34.889784309078,59.1196626251977,52.446027276241,51.5873159600861,16.2296159130279
Suriname,SUR,Real interest rate (%),FR.INR.RINR,-20.9489514740077,-29.1137816718563,-23.2057481416948,-13.6811026897366,-4.10043231419278
Sweden,SWE,"Population, total",SP.POP.TOTL,10353442,10415811,10486941,10536632,10569709
Sweden,SWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.291,8.803,7.417,7.611,8.306
Sweden,SWE,Agricultural land (sq. km),AG.LND.AGRI.K2,30060,30030,29950,29820,..
Sweden,SWE,Land area (sq. km),AG.LND.TOTL.K2,407280,407280,407280,407270,..
Sweden,SWE,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,545147614972.141,637186904843.636,579895717343.956,585489968189.064,610117791237.089
Sweden,SWE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.33296967,11.10180569,10.49857044,10.88682365,..
Sweden,SWE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.67,1.67,1.53,1.45,..
Sweden,SWE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.1,2.1,2,2,..
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.497367318853587,2.16319736447151,8.36929098869185,8.54862489748906,2.8358165822403
Sweden,SWE,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Switzerland,CHE,"Population, total",SP.POP.TOTL,8638167,8704546,8777088,8888093,9034102
Switzerland,CHE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.817,5.013,4.122,4.043,4.343
Switzerland,CHE,Agricultural land (sq. km),AG.LND.AGRI.K2,15024.369,14993.783,14962.808,14932.228,..
Switzerland,CHE,Land area (sq. km),AG.LND.TOTL.K2,39509.63,39509.63,39509.63,39509.63,..
Switzerland,CHE,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,741999406005.627,815309330986.719,828508926958.393,894424821645.205,936564198048.516
Switzerland,CHE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.00404072,12.00465584,11.70653343,..,..
Switzerland,CHE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.46,1.52,1.39,1.33,..
Switzerland,CHE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5,3.5,3.5,3.5,..
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.725874933313387,0.581814168489858,2.8350279864446,2.13540088016377,1.06234041976597
Switzerland,CHE,Real interest rate (%),FR.INR.RINR,3.35750970986686,1.30116110583325,-0.381723877020374,1.95038923018577,1.66594698002375
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,21049429,21628839,22462173,23594623,24672760
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Syrian Arab Republic,SYR,Agricultural land (sq. km),AG.LND.AGRI.K2,139133.76,137709.77,136060,136060,..
Syrian Arab Republic,SYR,Land area (sq. km),AG.LND.TOTL.K2,183630,183630,183630,183630,..
Syrian Arab Republic,SYR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,12047752036.091,14353205678.4991,23622827079.5047,19993439949.5435,..
Syrian Arab Republic,SYR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.71555972,4.70613527,4.15098715,..,..
Syrian Arab Republic,SYR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.837,2.798,2.746,2.712,..
Syrian Arab Republic,SYR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.4,19.7,19.5,19,..
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Syrian Arab Republic,SYR,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Tajikistan,TJK,"Population, total",SP.POP.TOTL,9749310,9966908,10182222,10389799,10590927
Tajikistan,TJK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Tajikistan,TJK,Agricultural land (sq. km),AG.LND.AGRI.K2,38627,38568,38962,38787,..
Tajikistan,TJK,Land area (sq. km),AG.LND.TOTL.K2,138790,138790,138790,138790,..
Tajikistan,TJK,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,8133963550.65742,8937805347.13963,10713525200.3998,12244169292.7998,14204575548.5536
Tajikistan,TJK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.8903532,8.37504482,7.62917423,..,..
Tajikistan,TJK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.211,3.17,3.127,3.072,..
Tajikistan,TJK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,23.2,23.2,23.1,22.9,..
Tajikistan,TJK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Tajikistan,TJK,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Tanzania,TZA,"Population, total",SP.POP.TOTL,60972798,62830412,64711821,66617606,68560157
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.792,..,..,..,..
Tanzania,TZA,Agricultural land (sq. km),AG.LND.AGRI.K2,395212,395212,395212,395212,..
Tanzania,TZA,Land area (sq. km),AG.LND.TOTL.K2,885800,885800,885800,885800,..
Tanzania,TZA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,66068737786.0639,70655628147.8986,75769974505.0106,79062403836.8432,78779864877.3018
Tanzania,TZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.05195832,3.47258258,3.1119566,..,..
Tanzania,TZA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.801,4.734,4.671,4.606,..
Tanzania,TZA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,33.5,32.4,31.2,29.9,..
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.29029062798325,3.69091958802198,4.35027204269098,3.7992329138492,3.05694676312369
Tanzania,TZA,Real interest rate (%),FR.INR.RINR,9.63750201675332,..,..,..,..
Thailand,THA,"Population, total",SP.POP.TOTL,71641484,71727332,71735329,71702435,71668011
Thailand,THA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.099,1.215,0.94,0.733,0.781
Thailand,THA,Agricultural land (sq. km),AG.LND.AGRI.K2,232718.997,235000,235000,223760,..
Thailand,THA,Land area (sq. km),AG.LND.TOTL.K2,510890,510890,510890,510890,..
Thailand,THA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,500461898480.246,506194668789.937,495644697587.661,515906283940.933,526411265427.683
Thailand,THA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.35724688,5.15337038,5.35470581,..,..
Thailand,THA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.259,1.234,1.221,1.212,..
Thailand,THA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.8,8.5,8.3,8,..
Thailand,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.845937147357064,1.23039541318384,-1.6106803048669,8.47805174421546,1.3658054079804
Thailand,THA,Real interest rate (%),FR.INR.RINR,4.65169004750105,1.2628955644913,-1.45349274947652,2.97300810909624,3.21196576274468
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1326053,1350139,1369295,1384286,1400638
Timor-Leste,TLS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,2.344,1.537,..,..
Timor-Leste,TLS,Agricultural land (sq. km),AG.LND.AGRI.K2,3414,3414,3414,3414,..
Timor-Leste,TLS,Land area (sq. km),AG.LND.TOTL.K2,14870,14870,14870,14870,..
Timor-Leste,TLS,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2162619240.86927,3624889673.07263,3208593982.01071,2079916909.49485,1881265333.4187
Timor-Leste,TLS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.93865013,11.43105984,14.32454681,..,..
Timor-Leste,TLS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.011,2.892,2.801,2.707,..
Timor-Leste,TLS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,38.9,37.9,36.9,35.9,..
Timor-Leste,TLS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.495499215459576,3.69792094666786,7.00530945399787,8.42035103310375,2.06284153005467
Timor-Leste,TLS,Real interest rate (%),FR.INR.RINR,41.547133789024,-30.1565605327712,-0.353859694716635,39.8510634454755,19.6099783853882
Togo,TGO,"Population, total",SP.POP.TOTL,8669720,8878379,9089738,9304337,9515236
Togo,TGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,1.965,..,..
Togo,TGO,Agricultural land (sq. km),AG.LND.AGRI.K2,38200,38200,38200,38200,..
Togo,TGO,Land area (sq. km),AG.LND.TOTL.K2,54390,54390,54390,54390,..
Togo,TGO,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,7400284167.78479,8342243645.94438,8169476148.95692,9171261837.57103,9925732119.72034
Togo,TGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.18928432,5.6165967,6.04134083,..,..
Togo,TGO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.386,4.324,4.253,4.192,..
Togo,TGO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,39.1,38,36.9,35.9,..
Togo,TGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.69928463299407,4.18621506523519,7.96757361617943,5.48928568141135,2.862620740898
Togo,TGO,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Tonga,TON,"Population, total",SP.POP.TOTL,105704,105490,105042,104597,104175
Tonga,TON,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,2.111,..,1.652,..
Tonga,TON,Agricultural land (sq. km),AG.LND.AGRI.K2,350,350,350,350,..
Tonga,TON,Land area (sq. km),AG.LND.TOTL.K2,720,720,720,720,..
Tonga,TON,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,496856303.949489,518228028.701685,518180029.413435,508735107.033734,..
